"node/614473681",21.0474386,52.2477241,"Aleja Zieleniecka / Targowa"
"node/614473713",21.0695382,52.2461656,"Terespolska"
"node/614473717",21.0818897,52.2454339,""
"node/614473724",21.0747499,52.2458666,"Grenadierów / Podskarbińska / Międzyborska"
"node/614483234",21.0448313,52.2506459,"Brzeska"
"node/614483235",21.0463167,52.2514392,"Markowska"
"node/614488908",21.0588139,52.2581392,"Otwocka"
"node/614488909",21.058833,52.2581128,"Otwocka"
"node/614496631",21.0349326,52.2582376,"11 Listopada / Inżynierska"
"node/614502996",21.0322194,52.2733406,"Staniewicka"
"node/614515845",21.0207533,52.2637647,"Rondo Stefana Starzyńskiego / Most Gdański"
"node/614515897",21.0291316,52.2564908,"Ratuszowa / Jagiellońska"
"node/618122312",20.9446343,52.1767511,"Aleja Krakowska"
"node/618122314",20.9447512,52.1767251,"Aleja Krakowska"
"node/618122354",20.9473197,52.1793175,""
"node/618122395",20.9581388,52.1900379,"Rondo Jerzego Wojnara"
"node/618122398",20.9584265,52.1903665,"Rondo Jerzego Wojnara"
"node/618122408",20.9607759,52.1931241,""
"node/618122426",20.9629781,52.1956086,""
"node/618122450",20.9691824,52.2025883,"Władysława Korotyńskiego"
"node/618122458",20.9719893,52.2057562,"Karola Dickensa"
"node/618122544",20.9802905,52.2104495,"Adolfa Pawińskiego"
"node/618122572",20.9810968,52.216228,"Wawelska"
"node/618122582",20.981195,52.2163416,"Wawelska"
"node/618122592",20.982876,52.2182514,"Grójecka"
"node/618122693",20.9853562,52.2210555,"Juliana Ursyna Niemcewicza"
"node/619221991",21.0459609,52.2482782,"Jana Zamoyskiego"
"node/693536524",20.9374557,52.2468014,"Dywizjonu 303"
"node/750714822",21.0837694,52.2453165,"Rondo Wiatraczna"
"node/750715117",21.0837907,52.2453487,"Rondo Wiatraczna"
"node/750715573",21.0837805,52.2453334,"Rondo Wiatraczna"
"node/783649741",21.0018278,52.1953573,"Rondo Roberta Schumana"
"node/830688178",20.9887607,52.2246064,"Plac Artura Zawiszy"
"node/830688191",20.9895381,52.2249174,"Plac Artura Zawiszy"
"node/830688255",20.9887881,52.2245846,"Plac Artura Zawiszy"
"node/830688387",20.9887519,52.2246134,"Plac Artura Zawiszy"
"node/830688430",20.9887794,52.2245915,"Plac Artura Zawiszy"
"node/830688488",20.9895473,52.2248967,"Plac Artura Zawiszy"
"node/913037385",20.9869844,52.2273951,""
"node/924125776",20.9282563,52.2802342,"Horacego"
"node/969144793",20.9244345,52.2473353,"Trzech Lotniczek Polskich"
"node/969144829",20.9226799,52.2478435,"Radiowa"
"node/1060412273",20.9872137,52.2563691,"Pamiętajcie o Ogrodach"
"node/1098688984",20.9927881,52.2427856,""
"node/1102848996",20.9961847,52.2535472,""
"node/1118730077",20.9803827,52.237013,"Rondo Kercelak"
"node/1143264149",20.9340474,52.2713019,"Josepha Conrada"
"node/1143264205",21.0021938,52.1833642,"Domaniewska"
"node/1143664238",21.0047164,52.2457993,"Aleja „Solidarności”"
"node/1148029241",20.9846805,52.2300768,"Rondo Ignacego Daszyńskiego"
"node/1148029246",20.9772987,52.2442102,"Mordechaja Anielewicza"
"node/1148029249",20.9785813,52.23824,"Leszno"
"node/1148029526",20.9842453,52.2305825,"Rondo Ignacego Daszyńskiego"
"node/1148029609",20.9798077,52.250185,"Okopowa"
"node/1148029673",20.9818849,52.2543583,"Rondo Zgrupowania AK „Radosław”"
"node/1148029712",20.9813142,52.2532777,"Powązkowska"
"node/1148029760",20.9787065,52.2381019,"Leszno"
"node/1148029825",20.9821687,52.2332736,"Grzybowska"
"node/1148030023",20.9777322,52.2396182,"Żytnia"
"node/1148030059",20.9881361,52.2260593,""
"node/1148030112",20.9870225,52.2274052,""
"node/1181143920",21.037429,52.2612914,""
"node/1181145201",21.0375034,52.2614655,""
"node/1181146106",21.0373767,52.2612808,""
"node/1226624485",20.9664722,52.1996066,"Racławicka"
"node/1226624546",20.9665222,52.1995902,"Racławicka"
"node/1280172968",20.9946862,52.2406558,""
"node/1307359164",20.8975547,52.2581254,"Wacława Gąsiorowskiego"
"node/1317053041",20.9607229,52.2471454,""
"node/1317053048",20.961911,52.2465522,""
"node/1327871443",20.9264404,52.2472171,"Dywizjonu 303"
"node/1343973971",21.0207741,52.2637681,"Rondo Stefana Starzyńskiego / Most Gdański"
"node/1344325589",21.0001775,52.2202702,"Ludwika Krzywickiego"
"node/1345184809",20.901533,52.2391664,"Górczewska"
"node/1345184884",20.8999881,52.2392876,"Górczewska"
"node/1345706655",20.9043586,52.2390842,"Zenona Klemensiewicza"
"node/1345706663",20.9130477,52.238977,"Górczewska / Powstańców Śląskich"
"node/1345706680",20.9131358,52.2389924,"Górczewska / Powstańców Śląskich"
"node/1345706684",20.9043055,52.2390507,"Zenona Klemensiewicza"
"node/1346670484",20.9138731,52.2368093,"Powstańców Śląskich"
"node/1346680852",20.9168015,52.2208664,"Powstańców Śląskich"
"node/1346680867",20.9168247,52.2209402,"Powstańców Śląskich"
"node/1346727648",20.8977014,52.2592905,"Rondo Pułkownika Bernarda Adameckiego"
"node/1347155421",20.9297688,52.2235625,"Fort Wola"
"node/1347182302",20.9297885,52.2235308,"Fort Wola"
"node/1349117304",20.9697988,52.2288294,"Skierniewicka / Marcina Kasprzaka"
"node/1349149289",20.9726781,52.2352389,"Młynarska / Wolska"
"node/1350196915",20.9799567,52.2370107,"Rondo Kercelak / Okopowa / Aleja „Solidarności”"
"node/1350224198",20.9799946,52.2367912,"Rondo Kercelak / Okopowa / Aleja „Solidarności”"
